acc,loss,val_acc,val_loss
0.8604058337393032,0.46779324626978314,0.8688062505768734,0.4040522299756307
0.9296406402659626,0.3140248041182923,0.9581149243398279,0.13167786821811409
0.9362255076720256,0.28494602283758924,0.9573237068539214,0.12941610610425536
0.941973208286306,0.26063203231840415,0.9596479082187717,0.11975797083906387
0.944834564330994,0.249949324338167,0.9503016516665018,0.14858302965151568
0.9445971597666766,0.24839496803058475,0.9651864306201167,0.10611109209483932
0.9458716496235369,0.24336643534435443,0.9526258530313519,0.14029783546672578
0.9466963202604314,0.23856694113401908,0.9593017505686876,0.12476198111901461
0.948733005505867,0.2291795506451807,0.9495104341805954,0.15172167161787056
0.9507447010318025,0.22308020784253546,0.9624666205123134,0.1139699586694477
0.9523315667966065,0.21958039169286717,0.9310157254062672,0.19820309491669102
0.9530562767919089,0.2152417983790608,0.9416971615072693,0.1749526833810134
0.9532062161873217,0.2132922872041789,0.9687963603995648,0.09544083995676608
0.9535060968057888,0.21023858573426624,0.9680545940065275,0.09846077732013797
0.9542682915881294,0.2121692518907052,0.9588566907328652,0.1281521046329144
0.9553178716100892,0.2060528041355767,0.9634556423696964,0.11219464999232774
0.9568047770937649,0.20120321869241223,0.9629611314410048,0.11753928341614765
0.9557177122728509,0.20582415861562073,0.9708238552072,0.0912234020619205
0.9575419826004825,0.19932300410689976,0.9690436158639106,0.10186118125342973
0.9584041373496626,0.19749685752376658,0.9562852339036693,0.13396550209931393
0.9568172721464078,0.19936780537385904,0.9692908713282563,0.09645275130809744
0.9584166325512575,0.19450169408634607,0.9599940658688557,0.12322535276657608
0.9573295676826787,0.1959078360898852,0.9651369795272475,0.11320416397160786
0.958554078037979,0.19465025685645115,0.9543566412817723,0.1418791089498738
0.9598160735020539,0.18884991378439064,0.9652358817129859,0.10758527603997768
0.9603783477444808,0.18761745418537082,0.965285332805855,0.10489857660369044
0.9610405835594501,0.18439592727786638,0.9541093858174265,0.14327214465216545
0.9607781883580881,0.18587653743802662,0.9739392740579567,0.0841042064034512
0.9623025786124173,0.1798674254222955,0.9742359806151716,0.08466999050115204
0.9615903638306259,0.18085367370092711,0.9668677677776679,0.1015180845759369
0.9630397837973985,0.17449876729566816,0.9645930175056868,0.10986920246113309
0.9626399440030273,0.17664273568772668,0.9703787953713777,0.09208026681537121
0.963776989329438,0.17368621621004882,0.976312926515676,0.07621493201782785
0.9635145945868484,0.1725467986441491,0.9697853822569479,0.09469144015634035
0.9632521996595582,0.17341988414420043,0.9563346849965384,0.1281175405349302
0.9643142756040408,0.17007812521706128,0.9671644743348828,0.10217853563814404
0.9649890044846329,0.1699374871864142,0.972109583621798,0.08615871874081128
0.9634896041359938,0.17159020429607336,0.9595490060330333,0.12153242502721501
0.9644267294214802,0.16765053532406465,0.9774997527445356,0.07016167720688957
0.965276389529125,0.16465981670173824,0.9738898229650875,0.0820279946782291
0.9657761900514805,0.1645789789410391,0.9757689644941153,0.07549533615429103
0.9655637751455929,0.16520177198985472,0.9598457125902482,0.12348428619512464
0.966475909992141,0.16131013510776207,0.9751755513796855,0.07525532049946793
0.9660885655483166,0.1614241218030751,0.9793294431806943,0.06590889042847418
0.9667632949010866,0.1579260494879459,0.9707744040730657,0.09370440735288525
0.9660635750095804,0.16090914119974892,0.9718623281574523,0.0850724020011037
0.9664009399414182,0.16007604204300346,0.9703787953713777,0.09269800322722957
0.9669882054926633,0.15931047006767698,0.9715656216002374,0.08537977280060402
0.9664384258545337,0.1594557863154325,0.9754228068440313,0.07830515638824274
0.9671381451249099,0.15588739469262647,0.9717139748788448,0.08688976026422286
0.9674880057156253,0.15465105238514615,0.9736920185936109,0.08300096479947973
0.9680252904381479,0.15495203162339552,0.9514390268024924,0.14657216677325213
0.9666758315091799,0.15829066000283004,0.9677084363564434,0.09767472840721789
0.9681627360246673,0.153488267151838,0.9741370784294333,0.08015297184246116
0.9678128764512943,0.15247494505071527,0.9690436158639106,0.09456017996293126
0.9679628157618045,0.15248362810615065,0.9814063890811987,0.06128304821009211
0.9681752308404765,0.15203425431313025,0.9712689150430225,0.08796844170506646
0.9686625357397028,0.14798935495173338,0.9796261497379092,0.06502114597185908
0.9690623763533103,0.14820857830273015,0.9832360795173574,0.05633562211278502
0.969924531525514,0.14637729101993072,0.972752447829097,0.08231591583370437
